Month,crime_count,Ethnic_Asian_Bangladeshi,Ethnic_Asian_Chinese,Ethnic_Asian_Indian,Ethnic_Asian_Other,Ethnic_Asian_Pakistani,Ethnic_Black_African,Ethnic_Black_Caribbean,Ethnic_Black_Other,ethnic_does_not_apply,Ethnic_Mixed_Other,Ethnic_Mixed_White_Asian,Ethnic_Mixed_White_Black_African,Ethnic_Mixed_White_Black_Caribbean,Ethnic_Other,Ethnic_Arab,Ethnic_White_British,Ethnic_White_Gypsy_Traveller,Ethnic_White_Irish,Ethnic_White_Other,Ethnic_White_Roma,economy_does_not_apply,Economy_Employed,Economy_Not_Employed,employment_does_not_apply,Employment_Never_Worked,Employment_Not_Worked_12M,Employment_Worked_12M,education_does_not_apply,Education_Level_1,Education_Level_2,Education_Level_3,Education_Level_4+,Education_No_Qualifications,Education_Other_Qualifications,Migrant_Student_UK,Migrant_Same_Address,Migrant_NA,Migrant_Outside_UK,Migrant_Within_UK
2021-06-01,427,79,160,176,782,50,74,96,51,0,320,373,147,295,306,100,126357,105,581,3068,49,20633,61726,50810,82359,8517,37170,5123,20633,9694,16747,19125,35849,21316,9805,285,120584,1052,472,10779
2021-06-01,596,758,707,19047,1749,7554,2355,827,307,0,781,1321,506,1759,1685,1157,97715,114,923,8321,248,29166,66634,52034,95800,16187,28352,7496,29166,11143,15243,21665,37641,23079,9899,1573,126872,1756,2388,15246
2021-06-01,677,1132,2694,10777,7959,8279,7665,3293,1574,0,2041,2117,1249,3555,3720,1282,93167,107,2040,20999,573,32864,88866,52494,121730,14860,27392,10242,32864,12932,15070,23734,57149,22361,10116,2913,143154,1980,3914,22263
2021-06-01,711,31895,2918,51183,16837,44000,14573,8452,3071,0,4288,3577,1717,3154,14359,2263,71844,185,3092,31749,1104,68243,141627,100390,209870,40547,45720,14123,68243,20878,27163,33074,102696,41948,16258,648,276586,4062,3948,25016
2021-06-01,559,158,208,175,336,283,182,48,35,0,240,460,215,270,211,321,131789,87,350,1148,14,24189,55621,56721,79810,15841,35561,5319,24189,10983,15663,21300,28003,24732,11661,148,125080,1176,331,9796
2021-06-01,265,226,236,1042,343,3148,335,550,169,0,335,498,120,1330,465,64,71742,53,539,5782,57,16785,42694,27557,59479,6350,17672,3535,16785,8168,11026,12108,18162,14605,6182,120,79035,956,384,6543
2021-06-01,334,887,950,4637,2880,2029,2878,1000,537,0,1633,1895,745,1268,1716,457,115949,278,1724,9238,145,30717,75127,45002,105843,9125,29894,5983,30717,10997,17047,19632,48338,15765,8350,421,133758,1681,1222,13764
2021-06-01,809,247,894,958,1002,405,749,116,132,0,601,709,524,635,560,198,226123,69,516,3187,28,43808,103389,90454,147197,24048,57478,8928,43808,18283,29121,32637,51749,46915,15136,782,217430,2304,924,16211
2021-06-01,86,24,139,385,136,581,76,35,14,0,165,323,123,125,132,51,57916,7,340,978,15,10099,30385,21077,40484,3450,15406,2221,10099,4059,6746,8863,20456,6802,4536,146,54987,464,314,5650
2021-06-01,320,916,2777,7236,4789,1749,2260,936,491,0,3565,4238,1205,1654,4629,1721,123093,85,4866,28667,400,39444,97565,58269,137009,12608,36926,8735,39444,7779,14029,18830,94089,14163,6944,921,169369,2023,3279,19686
2021-06-01,90,9,46,68,1199,24,167,132,141,0,128,150,81,103,506,38,46027,33,196,721,12,8036,24679,17061,32715,3019,11865,2177,8036,3904,6097,7766,13702,6425,3846,142,42979,433,658,5564
2021-06-01,1,5170,867,1190,3654,30525,6476,440,1011,0,1035,1736,1210,1303,2854,815,156669,194,1735,6724,163,48826,94459,80487,143285,27002,44498,8988,48826,18414,24559,29467,46238,40649,15622,263,204136,2788,1455,15131
2021-06-01,185,77,266,439,306,97,402,140,91,0,310,493,198,431,260,36,80339,104,462,1180,31,14951,40658,30052,55609,5390,21432,3230,14951,9084,12358,13097,16095,13556,6520,124,78219,793,178,6346
2021-06-01,173,1587,209,226,222,1632,89,58,25,0,200,425,153,265,190,77,64073,28,509,886,14,13572,33116,24184,46687,5808,15803,2573,13572,5433,8145,10561,17565,10672,4924,103,64697,688,181,5202
2021-06-01,220,118,265,427,553,27,344,163,54,0,448,568,265,421,342,126,85362,168,782,2634,47,13621,37934,41555,51555,7016,30878,3661,13621,8802,11688,13035,23746,15007,7211,181,83474,677,438,8340
2021-06-01,882,123,756,1312,1984,10001,2260,336,420,0,788,1300,583,1183,2028,778,234613,227,655,5760,699,50234,117803,97770,168037,27241,60330,10199,50234,24545,33613,36879,49807,50529,20200,270,243523,2756,800,18458
2021-06-01,327,299,787,5322,1357,963,1897,793,420,0,637,987,408,1170,1161,149,85684,73,1071,10978,207,22176,58106,34081,80282,7077,22755,4248,22176,8974,12919,15159,32174,14451,8513,312,100482,1188,910,11471
2021-06-01,223,406,961,4030,1906,837,1092,358,141,0,945,1192,402,574,1217,461,63965,371,1131,7903,187,15361,42457,30261,57818,7083,17754,5424,15361,6543,9130,15509,25643,10528,5364,2042,73125,885,1287,10740
2021-06-01,171,129,900,3471,777,1498,574,398,123,0,711,1226,291,1075,708,369,102479,45,893,3367,43,21354,56978,40745,78332,7345,28239,5161,21354,6924,11725,16649,44227,11727,6471,1083,104980,1040,718,11257
2021-06-01,397,297,507,2105,10526,1223,1448,652,431,0,630,829,412,707,2593,180,70917,190,658,5346,108,18885,53015,27856,71900,7836,15916,4104,18885,9582,11523,13850,24115,14803,6998,218,87478,1265,923,9872
2021-06-01,54,19,149,236,170,60,251,213,88,0,166,249,93,236,198,13,37372,86,265,1168,18,6751,18783,15515,25534,2762,10952,1801,6751,2953,5278,5835,13012,4491,2731,201,36049,275,284,4239
2021-06-01,118,20,93,52,118,42,62,19,12,0,130,132,89,73,132,32,51963,59,236,1418,25,8382,25961,20364,34343,3253,14808,2302,8382,4381,6730,7555,15303,8210,4145,156,48979,416,271,4884
2021-06-01,9,803,3319,3744,2998,4074,13477,1338,1658,0,1963,1844,2098,2596,4548,3214,199614,295,2882,18942,515,53000,127606,89317,180606,28553,46554,14210,53000,20027,27231,36911,72678,42829,17247,2561,227662,3543,3890,32266
2021-06-01,11,11074,1204,44378,9220,22148,12668,13103,4008,0,2448,3274,928,8030,11709,2016,177929,324,1591,15405,375,75804,141072,124956,216876,47741,62719,14496,75804,30586,36175,39465,60316,76839,22647,343,312638,4244,2622,21985
2021-06-01,473,187,222,357,463,143,268,44,19,0,278,404,164,223,376,128,101848,60,316,3100,136,16626,46550,45560,63176,8470,31962,5128,16626,9288,13002,15466,25365,18938,10051,212,97629,887,580,9428
2021-06-01,381,188,246,725,585,62,249,90,84,0,383,493,258,297,521,75,114340,185,494,5938,128,21562,59147,44634,80709,8201,31568,4865,21562,11654,16176,18553,27081,20290,10027,195,112143,1087,578,11340
2021-06-01,1030,423,1216,1009,1384,262,1006,308,195,0,1117,1225,821,893,1311,523,256327,47,2241,8705,220,46843,124597,107793,171440,25952,70851,10990,46843,23885,32729,40580,69495,45890,19813,411,255274,2452,1394,19702
2021-06-01,212,6,215,246,189,38,140,52,36,0,210,322,122,230,234,94,86380,156,360,2915,43,16556,46124,29308,62680,5391,20415,3503,16556,7686,11027,13710,24194,12094,6719,138,82737,943,287,7883
2021-06-01,304,236,765,1326,905,252,1332,370,230,0,842,1347,337,655,755,158,103116,460,1085,6272,72,23911,56384,40219,80295,7526,28122,4571,23911,9281,14060,15101,36073,15087,7001,317,108586,1243,764,9604
2021-06-01,1695,4258,7393,6798,7440,27671,18237,4647,2628,0,4535,5214,2431,7524,8575,8956,414698,341,2750,19971,2456,100271,242007,214243,342278,63214,118632,32397,100271,41454,53589,84712,152194,88425,35876,9793,477724,5718,6709,56577
2021-06-01,712,237,909,1614,1121,443,576,300,241,0,1076,1259,400,1126,1043,386,301918,349,1506,8945,158,51360,152423,119823,203783,21026,85969,12826,51360,26154,40900,47417,88502,45573,23700,757,288903,2656,1784,29506
2021-06-01,636,910,594,30209,8063,34317,7815,2771,1406,0,1688,1945,824,1854,7144,1826,38101,237,1143,17296,357,39566,73700,45234,113266,17795,19844,7595,39566,12764,14336,16181,41423,23966,10264,308,141153,2166,2182,12691
2021-06-01,4,1077,1758,11344,2058,7608,1346,2033,576,0,1305,2073,423,3695,2388,888,168398,74,3919,5220,57,41739,97939,76562,139678,17281,50849,8432,41739,16623,24691,28266,61847,30642,12432,455,196307,2074,1156,16248
2021-06-01,280,420,1956,4205,1961,857,1431,341,247,0,1371,1832,600,788,1409,414,128985,478,1447,13200,175,31758,82267,48094,114025,8366,33700,6028,31758,10095,15214,18451,62375,15409,8818,520,144233,1590,1392,14382
2021-06-01,305,29,287,2630,494,401,465,294,96,0,343,616,189,786,652,88,96634,72,437,2643,50,20254,53906,33048,74158,6655,22356,4037,20254,8596,12843,16365,27668,13922,7560,188,95900,1095,333,9692
2021-06-01,581,581,2113,4867,2181,1352,2787,1219,528,0,1720,1953,905,2711,1900,751,249160,443,1327,13553,373,53058,147612,89754,200670,16487,60322,12945,53058,23996,33959,46440,78233,33792,20946,1642,256214,3064,2096,27407
2021-06-01,108,34,158,175,212,35,71,61,17,0,318,413,107,210,243,147,83481,81,456,2358,51,13659,40585,34383,54245,4884,25775,3724,13659,6329,10121,12682,29878,9725,6235,192,78377,581,532,8945
2021-06-01,252,66,205,467,372,66,324,118,75,0,336,343,219,327,531,50,80244,168,274,10764,173,16124,45234,33764,61358,6303,24024,3437,16124,9844,12424,12675,15866,19399,8789,131,84679,897,481,8934
2021-06-01,324,67,504,865,857,236,552,222,101,0,512,590,318,531,532,97,129741,107,681,6822,70,25394,68194,49816,93588,9139,35140,5537,25394,12432,17947,21236,35554,19963,10881,338,128896,1264,633,12273
2021-06-01,206,31,192,165,361,63,120,102,29,0,298,363,159,214,268,60,97960,34,446,3512,73,14747,50137,39566,64884,5592,29212,4762,14747,7393,11563,15341,34591,12393,8422,261,94110,704,668,8704
2021-06-01,341,150,552,977,750,133,866,163,135,0,589,745,369,391,509,145,130292,150,519,4441,72,24729,67749,49470,92478,7928,36488,5054,24729,11816,17561,20294,37556,19996,9996,315,127198,1259,646,12529
2021-06-01,332,249,672,1645,1261,436,900,345,222,0,926,1289,396,791,962,209,127890,106,1313,9338,138,27594,76476,45015,104070,7417,31913,5685,27594,10349,15412,19105,52950,15109,8566,541,130899,1478,1079,15088
2021-06-01,270,59,327,1165,334,422,266,209,64,0,289,632,237,750,266,96,103089,25,617,2132,56,19536,54711,36788,74246,7329,25561,3898,19536,8782,12886,17422,29235,14356,8817,182,101308,1025,288,8232
2021-06-01,380,178,335,808,877,132,555,157,104,0,584,602,386,451,560,112,158325,197,653,7513,141,28858,80931,62882,109789,9781,46564,6536,28858,15108,21995,25900,42574,23749,14485,366,153590,1575,966,16172
2021-06-01,160,59,189,2121,304,435,307,547,177,0,333,615,120,1174,464,60,101832,192,483,1034,29,17100,50699,42673,67799,8147,30359,4167,17100,9515,13510,16424,27448,18011,8464,157,100713,931,189,8482
2021-06-01,584,2185,299,703,635,495,606,78,102,0,673,655,401,266,682,514,137429,56,353,1599,46,26484,62508,58784,88992,17608,35430,5746,26484,12323,17393,22265,31707,24849,12755,142,135692,1454,536,9952
2021-06-01,1346,2064,4149,9169,6784,4248,5627,1103,809,0,2157,2444,1535,2173,4518,1311,169481,340,1643,28787,578,44554,118228,86140,162782,24069,45845,16226,44554,19470,25671,41992,64663,35381,17191,4628,205697,2712,4965,30917
2021-06-01,874,1615,1170,2828,2486,1765,3590,839,724,0,1401,1527,1045,1580,1634,402,147442,106,1569,8721,241,34276,83259,63151,117535,14298,40947,7906,34276,17593,23151,25291,39832,28823,11720,348,161568,1960,1008,15802
2021-06-01,804,5547,8405,6145,8437,2006,48320,18156,10823,0,7528,4653,3569,6401,16307,3123,109253,156,6024,41208,1579,51501,166948,89188,218449,31262,39864,18062,51501,15851,20135,31574,140514,35516,12546,2916,253020,3230,6838,41633
2021-06-01,282,433,799,7559,2685,1670,1711,583,254,0,1074,1489,482,718,1975,528,71261,277,1321,7927,214,19594,51539,31823,71133,6845,20315,4663,19594,9231,12028,13227,27996,14012,6868,196,91931,1143,798,8888
2021-06-01,299,3107,1625,3856,1969,1619,1821,905,433,0,1842,2556,650,1306,1735,880,108962,142,2976,11636,149,32078,72871,43220,104947,8408,29034,5778,32078,7775,13318,15218,61536,11783,6459,528,131177,1493,1434,13535
2021-06-01,791,172,660,557,952,238,558,103,115,0,491,597,417,466,657,377,171546,145,945,4185,67,32677,82623,67948,115300,18296,42822,6828,32677,15613,22079,26153,40903,32245,13578,231,167624,1826,622,12945
2021-06-01,241,144,474,1856,1173,518,715,510,215,0,521,677,248,1106,684,224,123203,113,699,3721,69,23251,65766,47847,89018,8461,34220,5167,23251,10712,15946,19756,39860,17910,9431,254,122506,1225,565,12317
2021-06-01,183,11,122,199,226,100,78,90,20,0,198,308,89,307,138,27,92567,53,254,1044,13,14990,45035,35820,60025,6329,25864,3626,14990,7840,11441,14491,22944,16223,7916,135,88008,794,192,6717
2021-06-01,306,800,536,2546,1866,952,2991,799,550,0,751,769,503,1193,877,266,67394,72,970,5567,96,18259,45460,25776,63719,5979,16315,3482,18259,9213,10908,12205,21096,12113,5701,203,80556,1056,777,6901
2021-06-01,4,963,2306,4433,2809,10953,2030,896,490,0,1858,2359,1236,2215,3183,1509,245831,90,4174,7303,132,55846,139806,99121,195652,22523,65698,10900,55846,21831,32340,38563,89741,37081,19371,535,267289,3183,1452,22314
2021-06-01,839,236,690,1812,1439,4875,1823,130,250,0,725,1131,469,412,1106,558,177526,145,528,2595,143,38585,86443,71567,125028,20945,43060,7562,38585,15324,23005,29004,46648,29441,14588,286,177449,1916,853,16088
2021-06-01,1089,1577,1073,2772,4596,15579,5048,916,920,0,1017,1783,1020,2040,3639,690,202906,295,572,11498,428,52469,112580,93320,165049,27115,55133,11072,52469,22574,30443,34678,44948,53354,19904,1273,231158,3036,1772,21130
2021-06-01,247,39,426,1239,617,245,242,180,60,0,537,922,245,584,586,130,121330,146,1183,5919,94,22086,66236,46403,88322,7242,33920,5244,22086,9845,15155,18532,44455,16230,8422,317,118631,1198,691,13889
2021-06-01,245,99,236,440,416,65,257,186,85,0,547,786,259,579,371,77,111896,126,711,3909,59,20909,59919,40276,80828,6425,29174,4677,20909,9028,13879,17118,38746,13517,7907,288,109126,995,488,10207
2021-06-01,1034,2908,937,1906,1768,685,2304,133,228,0,634,897,536,438,1007,417,254655,228,511,3871,110,48101,117151,108920,165252,34104,63945,10871,48101,24530,33553,38679,55532,51666,22111,585,249207,2617,1806,19957
2021-06-01,172,474,592,2941,2760,1290,953,292,183,0,758,963,263,476,1250,360,70473,201,837,5295,95,16669,45363,28421,62032,5381,19165,3873,16669,7076,10557,12377,28929,9643,5202,253,80540,832,776,8052
2021-06-01,470,1778,3989,12618,12225,6177,7441,3450,1574,0,3049,3068,1268,2777,5685,1392,120014,130,3118,19562,321,43982,104224,61433,148206,16487,36539,8407,43982,15348,21432,25866,65889,25122,12000,413,188785,2303,1672,16466
2021-06-01,708,406,328,776,656,146,2541,452,494,0,755,757,415,814,669,127,134385,925,855,5999,177,29677,69203,52797,98880,12746,34279,5772,29677,15032,18975,21027,28911,26824,11231,171,136340,1587,478,13101
2021-06-01,700,2865,1932,2172,2528,954,2227,235,335,0,1180,1285,674,669,1805,1578,208703,93,1111,8028,117,40633,100613,97244,141246,23344,60788,13112,40633,15552,27362,36055,64835,37304,16753,3622,208797,2012,1768,22292
2021-06-01,628,1403,1156,17643,4946,2025,4149,1044,930,0,1778,1694,1051,1972,3134,344,173231,177,1545,14652,537,46259,117866,69285,164125,16222,43602,9461,46259,24335,30268,30591,52220,32430,17306,411,207187,2504,2249,21058
2021-06-01,1,5842,1402,3737,1251,8966,4115,612,548,0,906,1344,859,1854,1418,540,190305,112,1536,5623,100,45936,105654,79481,151590,22757,47926,8798,45936,20811,28050,32847,45214,40437,17776,232,212108,2527,999,15205
2021-06-01,230,38,201,506,233,103,151,257,84,0,228,369,119,756,232,56,71456,17,449,3277,110,14856,38158,25633,53014,5742,16855,3036,14856,8284,10718,11728,13953,13899,5209,82,70962,855,245,6503
2021-06-01,234,223,460,1300,942,346,931,750,248,0,917,1137,359,918,666,96,73343,331,998,3870,42,17048,42575,28251,59623,5516,19446,3290,17048,6662,10727,12267,26516,9787,4867,259,79205,914,503,6993
2021-06-01,284,111,251,190,418,34,136,51,29,0,493,568,190,313,282,68,127937,131,575,2986,39,21342,62137,51324,83479,7508,38369,5447,21342,11479,16817,19731,37172,17758,10504,241,120897,1042,487,12136
2021-06-01,635,207,818,4559,1115,3368,3962,748,641,0,770,1315,676,2083,1401,242,153936,203,723,8589,187,36867,85497,63177,122364,15648,39460,8069,36867,16732,23218,27765,38803,29666,12489,720,164089,1985,1184,17563
2021-06-01,744,131,505,462,608,88,454,323,133,0,543,605,361,884,465,75,138604,110,1142,2764,36,23401,58281,66610,81680,13548,47167,5895,23401,16158,19076,19444,24811,32782,12619,169,133062,1259,333,13469
2021-06-01,398,248,676,1666,1357,337,974,241,243,0,645,835,378,454,792,188,114873,170,607,5718,89,23741,65860,40890,89602,6786,29066,5038,23741,10487,15329,19252,38099,15047,8538,306,115949,1215,737,12284
2021-06-01,181,111,229,798,674,112,341,151,103,0,385,531,192,591,385,73,85720,360,537,3508,81,17531,46524,30829,64055,4977,22245,3607,17531,7566,11500,13455,27744,10717,6370,191,84936,971,458,8327
2021-06-01,836,254,448,941,1344,272,859,453,169,0,893,894,591,1042,1461,247,122796,185,1145,6213,380,25170,59190,56227,84360,12549,38197,5481,25170,13332,16646,19294,30376,24990,10779,195,125590,1399,710,12693
2021-06-01,162,227,712,10166,1984,1176,1235,746,252,0,933,1346,343,768,1272,296,63706,86,1977,6457,90,18768,46948,28055,65716,5918,18323,3814,18768,6539,9838,11479,32023,10022,5102,300,84831,977,631,7032
2021-06-01,620,2502,997,3982,2579,2145,16171,2174,2532,0,1345,1099,1115,1693,2306,369,116430,428,993,16811,322,39637,85948,50415,125585,13880,29008,7527,39637,16640,21251,22151,35723,29443,11155,260,158909,2287,996,13548
2021-06-01,382,376,665,1547,999,289,873,278,163,0,816,1041,416,670,612,169,116787,462,849,5114,75,26675,64426,41100,91101,8060,28164,4876,26675,11163,16681,18458,34332,16324,8568,264,119508,1354,585,10490
2021-06-01,454,129,435,527,1001,162,264,135,48,0,536,679,288,581,481,136,128375,41,714,4714,78,22292,58935,58097,81227,10850,41371,5876,22292,13696,18096,20227,29628,23137,12248,271,125210,1083,673,12087
2021-06-01,290,99,212,254,546,91,118,69,41,0,262,264,136,343,199,46,87873,265,296,1131,31,17163,40655,34458,57818,7862,23258,3338,17163,7697,11458,12736,20128,16631,6463,107,84981,915,158,6115
2021-06-01,105,12,110,66,155,13,31,31,13,0,166,250,65,149,114,19,65452,54,288,1110,16,10555,30053,27506,40608,4301,20449,2755,10555,6635,9073,10137,15059,10824,5832,113,60863,517,301,6320
2021-06-01,916,107333,10279,10135,6768,3341,15373,4930,2390,0,5206,4374,2236,3593,8494,3588,71177,110,3567,45187,2225,57423,155392,97491,212815,46215,33691,17585,57423,17155,21433,33343,127299,40999,12654,3125,242588,3970,10536,50084
2021-06-01,2,634,4813,10208,2454,11479,3636,3442,1008,0,2232,2443,1068,3091,3327,2457,169550,46,4884,8147,134,48901,111558,74593,160459,18738,46700,9156,48901,15309,23608,28141,79961,25990,13142,633,212379,2383,2129,17528
2021-06-01,312,548,681,1692,1278,367,828,174,129,0,818,1285,368,478,859,247,97049,333,913,7148,119,22909,55898,36504,78807,6919,25141,4444,22909,7996,13396,14385,38010,12454,6159,347,100877,1131,980,11976
2021-06-01,191,170,273,572,579,128,377,207,125,0,525,731,262,498,522,79,81245,105,844,4019,83,17820,45742,27779,63562,4673,19392,3714,17820,6980,11425,12688,26926,10117,5385,233,81835,833,468,7972
2021-06-01,278,257,1283,1587,1713,650,1450,503,362,0,1017,1266,435,734,1202,350,115517,119,1146,9191,131,26486,70864,41563,97350,7303,28950,5310,26486,9588,13750,17367,49504,14092,8125,586,120360,1397,1391,15180
2021-06-01,1666,74,1113,2291,2048,7107,3589,361,566,0,1033,1708,859,1338,1982,559,311634,280,963,15637,228,65832,164641,122897,230473,30606,79025,13266,65832,31086,42945,46794,69797,70233,26686,445,322086,3856,1356,25627
2021-06-01,5,6378,891,22726,3465,19739,6439,4889,1696,0,1477,2386,620,4834,5353,509,191529,356,1070,9549,220,61024,118533,104567,179557,34087,59548,10932,61024,25619,31738,35038,52903,58781,19021,322,260529,3338,1400,18539
2021-06-01,653,5166,2626,9134,9879,28740,18759,17587,5301,0,6196,3875,2777,5135,13345,2884,94766,198,4230,46433,1397,56244,140372,81808,196616,30614,38003,13193,56244,18874,23106,28770,95910,40535,14987,497,244815,3917,2629,26569
2021-06-01,663,1639,4658,9599,10169,12249,17330,11356,4376,0,6988,5776,2494,5340,9582,3860,157048,120,8061,55131,1730,53948,190442,83116,244390,24998,42978,15140,53948,12759,18895,31214,171346,27202,12142,2317,259074,4024,6243,55848
2021-06-01,686,197,1326,2347,1324,1760,1075,277,224,0,753,1204,593,785,1410,393,185940,115,1366,9717,167,38256,103191,69527,141447,15176,45614,8737,38256,17238,25489,29830,56955,28453,14754,428,190568,1946,1346,16686
2021-06-01,398,132,1456,10112,1820,883,1000,445,171,0,1118,1745,450,1166,2120,302,112650,55,2114,10548,167,25201,72748,50504,97946,10892,31847,7768,25201,9022,13233,21832,55685,15548,7932,2946,124703,1372,2133,17299
2021-06-01,251,493,1024,9954,5369,8197,3954,1733,801,0,1444,1408,692,1300,2885,763,46820,80,2149,12836,343,21282,52859,28104,74142,8042,15559,4503,21282,7463,9965,11677,33256,12841,5761,220,89925,1270,1381,9450
2021-06-01,196,246,801,796,952,830,588,194,105,0,770,1324,314,438,635,145,111321,257,1294,7133,83,24594,60722,42913,85316,7678,29987,5248,24594,7531,13644,15825,48292,11859,6484,720,112092,1101,1134,13182
2021-06-01,283,246,437,712,772,83,371,196,79,0,736,1060,389,524,580,158,146968,397,1092,5248,104,26503,74543,59105,101046,9444,43494,6167,26503,13935,20838,24057,43548,19965,11305,346,143026,1298,689,14792
2021-06-01,272,598,1324,5211,2264,1198,5553,1069,685,0,1378,1353,863,1337,2170,534,80551,267,1569,11647,264,22352,58149,39335,80500,9506,22873,6956,22352,8998,12533,18576,36378,13975,7024,1753,101621,1237,2321,12904
